;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Status Quo;;FW-Szenario 1 - Nur Versorgung der Altstadt;;;;;;;FW-Szenario 2  - Versorgung von Altstadt & Zusmmenschluss WHHW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;17;455;;627;893;1.148;1.389;1.621;1.841;;627;893;1.386;2.517;2.954;3.372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;18;442;;624;889;1.142;1.382;1.612;1.832;;624;889;1.378;2.504;2.939;3.355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;19;388;;621;884;1.136;1.375;1.604;1.822;;621;884;1.371;2.491;2.924;3.337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;20;433;;618;880;1.131;1.369;1.597;1.814;;618;880;1.365;2.480;2.911;3.323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;21;426;;615;876;1.126;1.363;1.589;1.806;;615;876;1.359;2.468;2.897;3.307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;22;414;;613;872;1.121;1.356;1.582;1.798;;613;872;1.353;2.457;2.884;3.292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;23;394;;610;868;1.116;1.351;1.575;1.790;;610;868;1.347;2.447;2.872;3.278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;24;341;;608;865;1.112;1.345;1.569;1.783;;608;865;1.342;2.437;2.860;3.265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;1;338;;606;862;1.108;1.341;1.564;1.777;;606;862;1.337;2.429;2.852;3.255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;2;328;;604;860;1.105;1.338;1.560;1.772;;604;860;1.334;2.423;2.844;3.246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;3;333;;603;858;1.103;1.335;1.557;1.769;;603;858;1.331;2.418;2.838;3.240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;4;325;;602;857;1.102;1.333;1.555;1.767;;602;857;1.330;2.415;2.835;3.236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;5;331;;602;857;1.101;1.333;1.555;1.766;;602;857;1.329;2.414;2.834;3.235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;6;350;;602;857;1.102;1.333;1.555;1.767;;602;857;1.329;2.415;2.835;3.236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;7;482;;603;858;1.102;1.334;1.556;1.768;;603;858;1.330;2.417;2.837;3.238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;8;545;;604;859;1.104;1.337;1.559;1.771;;604;859;1.333;2.421;2.842;3.244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;9;591;;605;862;1.108;1.341;1.563;1.776;;605;862;1.337;2.428;2.850;3.253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;10;564;;608;866;1.113;1.347;1.571;1.785;;608;866;1.343;2.439;2.863;3.268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;11;530;;612;871;1.120;1.355;1.581;1.796;;612;871;1.352;2.455;2.882;3.289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;12;496;;617;878;1.129;1.366;1.593;1.810;;617;878;1.362;2.475;2.905;3.316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;13;473;;623;886;1.139;1.379;1.608;1.827;;623;886;1.375;2.497;2.931;3.346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;14;444;;629;895;1.150;1.392;1.624;1.845;;629;895;1.388;2.522;2.960;3.379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;15;445;;636;905;1.163;1.408;1.642;1.865;;636;905;1.404;2.550;2.993;3.417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;16;415;;642;914;1.175;1.422;1.659;1.885;;642;914;1.418;2.577;3.025;3.452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;17;402;;649;924;1.188;1.438;1.677;1.906;;649;924;1.434;2.605;3.058;3.490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;18;387;;656;934;1.201;1.454;1.695;1.926;;656;934;1.450;2.633;3.091;3.528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;19;344;;664;945;1.214;1.470;1.714;1.948;;664;945;1.466;2.663;3.125;3.568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;20;385;;670;954;1.226;1.484;1.731;1.967;;670;954;1.480;2.688;3.156;3.602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;21;380;;677;963;1.238;1.499;1.748;1.986;;677;963;1.494;2.715;3.187;3.637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;22;372;;683;973;1.250;1.513;1.765;2.005;;683;973;1.509;2.741;3.218;3.673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;23;353;;690;982;1.262;1.528;1.782;2.025;;690;982;1.524;2.768;3.249;3.709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;24;311;;696;992;1.275;1.543;1.799;2.045;;696;992;1.538;2.795;3.281;3.745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;1;311;;702;999;1.285;1.555;1.813;2.061;;702;999;1.551;2.817;3.307;3.774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;2;310;;707;1.007;1.294;1.566;1.827;2.076;;707;1.007;1.562;2.838;3.331;3.802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;3;321;;712;1.013;1.303;1.577;1.839;2.090;;712;1.013;1.572;2.857;3.353;3.828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;4;321;;716;1.020;1.311;1.587;1.851;2.103;;716;1.020;1.582;2.875;3.374;3.852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;5;333;;720;1.026;1.318;1.596;1.861;2.115;;720;1.026;1.591;2.891;3.394;3.874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;6;357;;724;1.032;1.326;1.605;1.872;2.127;;724;1.032;1.601;2.908;3.414;3.897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;7;501;;728;1.036;1.332;1.612;1.880;2.137;;728;1.036;1.608;2.921;3.429;3.914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;8;573;;732;1.042;1.340;1.622;1.892;2.150;;732;1.042;1.617;2.939;3.450;3.938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;9;637;;736;1.048;1.347;1.631;1.902;2.161;;736;1.048;1.626;2.954;3.468;3.959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;10;628;;740;1.054;1.355;1.640;1.912;2.173;;740;1.054;1.635;2.971;3.487;3.981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;11;611;;744;1.059;1.361;1.648;1.922;2.184;;744;1.059;1.643;2.986;3.505;4.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;12;588;;747;1.064;1.368;1.655;1.931;2.194;;747;1.064;1.651;2.999;3.521;4.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;13;575;;750;1.068;1.373;1.662;1.939;2.203;;750;1.068;1.658;3.012;3.535;4.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;14;558;;753;1.072;1.378;1.668;1.945;2.210;;753;1.072;1.663;3.021;3.547;4.048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;15;555;;755;1.075;1.382;1.673;1.951;2.217;;755;1.075;1.668;3.031;3.558;4.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;16;531;;757;1.077;1.385;1.677;1.956;2.222;;757;1.077;1.672;3.038;3.566;4.070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;17;517;;758;1.079;1.388;1.680;1.959;2.226;;758;1.079;1.675;3.043;3.573;4.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;18;508;;759;1.081;1.390;1.682;1.962;2.229;;759;1.081;1.677;3.048;3.577;4.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;19;449;;760;1.082;1.391;1.684;1.964;2.231;;760;1.082;1.679;3.051;3.581;4.088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;20;493;;760;1.083;1.392;1.685;1.965;2.233;;760;1.083;1.680;3.053;3.583;4.090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;21;489;;761;1.083;1.392;1.685;1.966;2.234;;761;1.083;1.681;3.054;3.584;4.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;22;481;;761;1.083;1.393;1.686;1.966;2.234;;761;1.083;1.681;3.054;3.585;4.093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;23;463;;761;1.083;1.393;1.686;1.966;2.234;;761;1.083;1.681;3.054;3.585;4.093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;24;400;;761;1.083;1.393;1.686;1.966;2.234;;761;1.083;1.681;3.054;3.585;4.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;1;395;;761;1.083;1.392;1.685;1.966;2.234;;761;1.083;1.681;3.053;3.584;4.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;2;387;;760;1.083;1.392;1.685;1.965;2.233;;760;1.083;1.680;3.053;3.583;4.090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;3;395;;760;1.082;1.391;1.684;1.964;2.232;;760;1.082;1.680;3.052;3.582;4.089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;4;389;;760;1.082;1.391;1.684;1.964;2.232;;760;1.082;1.679;3.051;3.581;4.088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;5;402;;760;1.082;1.391;1.683;1.963;2.231;;760;1.082;1.679;3.050;3.580;4.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;6;410;;759;1.081;1.390;1.683;1.963;2.230;;759;1.081;1.678;3.049;3.579;4.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;7;573;;759;1.081;1.390;1.682;1.962;2.230;;759;1.081;1.678;3.048;3.578;4.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;8;638;;759;1.081;1.390;1.682;1.962;2.229;;759;1.081;1.677;3.047;3.577;4.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;9;704;;759;1.081;1.389;1.682;1.961;2.229;;759;1.081;1.677;3.047;3.576;4.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;10;688;;759;1.081;1.389;1.681;1.961;2.229;;759;1.081;1.677;3.047;3.576;4.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;11;667;;759;1.081;1.389;1.682;1.961;2.229;;759;1.081;1.677;3.047;3.576;4.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;12;638;;759;1.081;1.389;1.682;1.962;2.229;;759;1.081;1.677;3.047;3.577;4.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;13;615;;759;1.081;1.390;1.682;1.962;2.229;;759;1.081;1.677;3.047;3.577;4.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;14;598;;759;1.081;1.389;1.682;1.961;2.229;;759;1.081;1.677;3.047;3.576;4.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;15;582;;759;1.080;1.389;1.681;1.961;2.228;;759;1.080;1.676;3.046;3.575;4.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;16;555;;758;1.080;1.388;1.681;1.960;2.227;;758;1.080;1.676;3.045;3.574;4.080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;17;534;;758;1.080;1.388;1.680;1.960;2.227;;758;1.080;1.676;3.044;3.574;4.079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;18;520;;758;1.080;1.388;1.680;1.960;2.227;;758;1.080;1.676;3.045;3.574;4.080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;19;457;;759;1.080;1.389;1.681;1.961;2.228;;759;1.080;1.677;3.046;3.576;4.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;20;498;;760;1.081;1.390;1.683;1.963;2.230;;760;1.081;1.678;3.049;3.579;4.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;21;492;;761;1.083;1.392;1.685;1.966;2.233;;761;1.083;1.680;3.053;3.584;4.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;22;482;;762;1.085;1.395;1.688;1.969;2.238;;762;1.085;1.684;3.059;3.591;4.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;23;462;;764;1.088;1.398;1.693;1.974;2.243;;764;1.088;1.688;3.067;3.600;4.109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;8;24;398;;766;1.091;1.403;1.698;1.980;2.250;;766;1.091;1.693;3.076;3.611;4.122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;1;391;;769;1.094;1.407;1.703;1.986;2.257;;769;1.094;1.698;3.086;3.622;4.135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;2;383;;771;1.098;1.412;1.709;1.993;2.265;;771;1.098;1.704;3.096;3.634;4.149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;3;391;;774;1.102;1.417;1.715;2.000;2.273;;774;1.102;1.710;3.107;3.647;4.164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;4;385;;777;1.106;1.422;1.722;2.008;2.282;;777;1.106;1.717;3.120;3.662;4.180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;5;398;;780;1.111;1.428;1.729;2.016;2.291;;780;1.111;1.724;3.132;3.677;4.197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;6;407;;784;1.116;1.435;1.737;2.026;2.303;;784;1.116;1.733;3.148;3.695;4.218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;7;570;;787;1.121;1.441;1.744;2.035;2.312;;787;1.121;1.740;3.161;3.710;4.236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;8;635;;792;1.128;1.450;1.756;2.048;2.327;;792;1.128;1.751;3.181;3.734;4.263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;9;703;;797;1.135;1.460;1.767;2.061;2.342;;797;1.135;1.762;3.202;3.758;4.290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;10;689;;803;1.143;1.470;1.780;2.076;2.359;;803;1.143;1.775;3.225;3.785;4.321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;11;669;;809;1.152;1.481;1.792;2.090;2.375;;809;1.152;1.787;3.247;3.812;4.351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;12;638;;815;1.160;1.492;1.806;2.106;2.394;;815;1.160;1.801;3.272;3.841;4.385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;13;613;;822;1.171;1.506;1.822;2.126;2.415;;822;1.171;1.817;3.302;3.876;4.425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;14;594;;829;1.181;1.518;1.838;2.143;2.436;;829;1.181;1.832;3.330;3.909;4.462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;15;578;;837;1.192;1.533;1.856;2.164;2.460;;837;1.192;1.851;3.363;3.947;4.506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;16;552;;843;1.201;1.544;1.869;2.180;2.478;;843;1.201;1.864;3.387;3.976;4.539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;17;535;;850;1.211;1.557;1.884;2.198;2.498;;850;1.211;1.879;3.415;4.008;4.576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;18;526;;856;1.219;1.567;1.897;2.213;2.514;;856;1.219;1.892;3.438;4.035;4.607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;19;469;;861;1.226;1.576;1.908;2.225;2.529;;861;1.226;1.902;3.457;4.058;4.632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;20;515;;865;1.232;1.584;1.917;2.236;2.541;;865;1.232;1.912;3.474;4.078;4.655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;21;515;;868;1.236;1.589;1.923;2.244;2.549;;868;1.236;1.918;3.486;4.092;4.671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;22;514;;870;1.239;1.593;1.929;2.250;2.557;;870;1.239;1.923;3.495;4.103;4.684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;23;500;;872;1.242;1.597;1.933;2.255;2.562;;872;1.242;1.928;3.503;4.112;4.694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;9;24;437;;873;1.243;1.599;1.935;2.257;2.565;;873;1.243;1.930;3.507;4.117;4.700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;1;434;;873;1.243;1.599;1.935;2.257;2.565;;873;1.243;1.930;3.507;4.117;4.699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;2;429;;872;1.242;1.597;1.933;2.255;2.563;;872;1.242;1.928;3.504;4.113;4.695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;3;442;;871;1.240;1.595;1.931;2.252;2.559;;871;1.240;1.925;3.498;4.107;4.688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;4;437;;869;1.238;1.591;1.926;2.247;2.553;;869;1.238;1.921;3.491;4.098;4.677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;5;462;;866;1.234;1.587;1.921;2.240;2.546;;866;1.234;1.915;3.481;4.086;4.664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;6;460;;863;1.229;1.580;1.913;2.231;2.535;;863;1.229;1.907;3.466;4.069;4.645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;7;652;;860;1.224;1.574;1.905;2.222;2.525;;860;1.224;1.900;3.453;4.053;4.627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;8;719;;854;1.216;1.564;1.893;2.208;2.509;;854;1.216;1.888;3.430;4.026;4.596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;9;798;;848;1.207;1.552;1.879;2.192;2.491;;848;1.207;1.874;3.405;3.997;4.563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;10;782;;840;1.197;1.539;1.863;2.173;2.469;;840;1.197;1.858;3.376;3.963;4.523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;11;771;;833;1.186;1.525;1.846;2.153;2.446;;833;1.186;1.841;3.345;3.926;4.482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;12;761;;824;1.174;1.509;1.826;2.130;2.421;;824;1.174;1.821;3.310;3.885;4.435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;13;725;;814;1.159;1.490;1.804;2.104;2.391;;814;1.159;1.799;3.269;3.837;4.380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;14;728;;805;1.146;1.473;1.783;2.080;2.364;;805;1.146;1.778;3.232;3.793;4.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;10;15;680;;794;1.130;1.453;1.759;2.052;2.332;;794;1.130;1.754;3.188;3.742;4.271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
